,Cate,Cols,Id,Len,Name,Time
57,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'publication date', 'fiscal year', 'agency number', 'agency name', 'unit appropriation number', 'unit appropriation name', 'personal service/other than personal service indicator', 'total financial plan amount', 'total adopted budget amount', 'total current budget amount', 'federal funds financial plan amount', 'federal funds adopted budget amount', 'federal funds current budget amount', 'state  funds financial plan amount', 'state funds adopted budget amount', 'state funds current budget amount ', 'inter-fund agreement funds financial plan amount', 'inter-fund agreement funds adopted budget amount', 'inter-fund agreement funds current budget amount ', 'intra-city sales funds financial plan amount', 'intra-city sales funds adopted budget amount', 'intra-city sales funds current budget amount ', 'other categorical funds financial plan amount', 'other categorical funds adopted budget amount', 'other categorical funds current budget amount ', 'community development funds financial plan amount ', 'community development funds adopted budget amount ', 'community development funds current budget amount ', 'city funds financial plan amount', 'city funds adopted budget amount', 'city funds current budget amount']",39g5-gbp3,3769.0,expense budget funding - all source,1462373128.0
58,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year', 'type of service', 'units of service', 'residents']",39pe-uzy3,6.0,directory of nycha norc program core services,1360785079.0
59,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'contact id', 'city', 'state', 'postal code', 'council member', 'community board', 'case id', 'case type', 'sub-types', 'case subject', 'case start date', 'case end date', 'case status']",39qw-754y,1274.0,constituent services,1514319216.0
60,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'region', 'calendar year', 'passthrough count']",3av7-txd8,60.0,dop adult supervision passthrough by calendar year,1403023542.0
61,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'gender', '2005 number', '2005 percent of total', '2006 number', '2006 percent of total', '2007 number', '2007 percent of total', '2008 number', '2008 percent of total', '2009 number', '2009 percent of total', '5 yr number', '5 yr percent of subtotal']",3bpc-wa5v,5.0,gender of alleged victims compared to new york city demographics 2005 - 2009,1317312997.0
62,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'manhattan – cooperatives comparable properties – boro-block-lot', 'manhattan – cooperatives comparable properties – address', 'borough', 'postcode', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'bbl', 'nta', 'manhattan – cooperatives comparable properties – neighborhood', 'manhattan – cooperatives comparable properties – building classification', 'manhattan – cooperatives comparable properties – total units', 'manhattan – cooperatives comparable properties – year built', 'manhattan – cooperatives comparable properties – gross sqft', 'manhattan – cooperatives comparable properties – est. gross income', 'manhattan – cooperatives comparable properties – gross income per sqft', 'manhattan – cooperatives comparable properties – full market value', 'manhattan – cooperatives comparable properties – market value per sqft', 'comparable rental – 1 –boro-block-lot', 'comparable rental – 1 –address', 'comparable rental – 1 –neighborhood', 'comparable rental – 1 –building classification', 'comparable rental – 1 –total units', 'comparable rental – 1 –year built', 'comparable rental – 1 –gross sqft', 'comparable rental – 1 –est. gross income', 'comparable rental – 1 –gross income per sqft', 'comparable rental – 1 –full market value', 'comparable rental – 1 –market value per sqft', 'comparable rental – 1 –dist. from coop in miles', 'comparable rental – 2 –boro-block-lot', 'comparable rental – 2 –address', 'comparable rental – 2 –neighborhood', 'comparable rental – 2 –building classification', 'comparable rental – 2 –total units', 'comparable rental – 2 –year built', 'comparable rental – 2 –gross sqft', 'comparable rental – 2 –est. gross income', 'comparable rental – 2 –gross income per sqft', 'comparable rental – 2 –full market value', 'comparable rental – 2 –market value per sqft', 'comparable rental – 2 –dist. from coop in miles']",3btx-p4av,2631.0,dof: cooperative comparable rental income – manhattan– fy 2008/2009,1317765168.0
63,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'district', 'bldg\ni.d.', 'building name', 'bldg\nenroll', 'bldg capacity', 'bldg over/under', 'bldg utilization', 'org id', 'organization name', 'org\nenroll', 'org capacity', 'org over/under', 'org utilization', 'no. of spec rooms used', 'inclusionary']",3cn8-i54i,72.0,enrollment capacity and utilization reports district 75 special ed.,1366298345.0
64,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'fiscal year (ending in june)', 'passthrough count']",3f5y-5web,55.0,dop juvenile supervision passthrough by fiscal year,1403023652.0
65,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'community board', 'chair', 'district manager', 'board meeting/cabinet meeting', 'address 1', 'address 2', 'phone number', 'postcode', 'borough', 'latitude', 'longitude', 'council district', 'census tract', 'bin', 'bbl', 'nta', 'location 1']",3gkd-ddzn,12.0,community board leadership,1394127648.0
66,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",3kav-a6u5,3591.0,2013-2017 charter school ela results - all,1506349325.0
67,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level 1 #', 'level 1 %', 'level 2 #', 'level 2 %', 'level 3 #', 'level 3 %', 'level 4 #', 'level 4 %', 'level 3+4 #', 'level 3+4 %']",3kcn-nsb5,168.0,2006-2011 english language arts (ela) test results by grade - citywide - by race-ethnicity,1317841294.0
68,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'district', 'bldg\ni.d.', 'building name', 'bldg\nenroll', 'bldg adjusted capacity\n(historical)', 'bldg over/under\nhistorical', 'bldg utilization\n(historical)', 'bldg capacity\n(target)', 'bldg over/under\n(target)', 'bldg utilization\n(target)', 'org\nid', 'organization name', 'org\nenroll', 'org adjusted capacity\n(historical)', 'org over/under\n(historical)', 'org utilization\n(historical)', 'org adjusted capacity\n(target)', 'org over under\n(target)', 'org utilization\n(target)', 'no. of spec rooms used', 'inclusionary']",3mim-bd27,654.0,enrollment capacity and utilization reports regular hs,1366298345.0
69,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'bronx – cooperatives comparable properties – boro-block-lot', 'bronx – cooperatives comparable properties – address', 'borough', 'postcode', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'bbl', 'nta', 'bronx – cooperatives comparable properties – neighborhood', 'bronx – cooperatives comparable properties – building classification', 'bronx – cooperatives comparable properties – total units', 'bronx – cooperatives comparable properties – year built', 'bronx – cooperatives comparable properties – gross sqft', 'bronx – cooperatives comparable properties – est. gross income', 'bronx – cooperatives comparable properties – gross income per sqft', 'bronx – cooperatives comparable properties – full market value', 'bronx – cooperatives comparable properties – market value per sqft', 'comparable rental – 1 –boro-block-lot', 'comparable rental – 1 –address', 'comparable rental – 1 –neighborhood', 'comparable rental – 1 –building classification', 'comparable rental – 1 –total units', 'comparable rental – 1 –year built', 'comparable rental – 1 –gross sqft', 'comparable rental – 1 –est. gross income', 'comparable rental – 1 –gross income per sqft', 'comparable rental – 1 –full market value', 'comparable rental – 1 –market value per sqft', 'comparable rental – 1 –dist. from coop in miles', 'comparable rental – 2 –boro-block-lot', 'comparable rental – 2 –address', 'comparable rental – 2 –neighborhood', 'comparable rental – 2 –building classification', 'comparable rental – 2 –total units', 'comparable rental – 2 –year built', 'comparable rental – 2 –gross sqft', 'comparable rental – 2 –est. gross income', 'comparable rental – 2 –gross income per sqft', 'comparable rental – 2 –full market value', 'comparable rental – 2 –market value per sqft', 'comparable rental – 2 –dist. from coop in miles']",3miu-myq2,435.0,dof: cooperative comparable rental income – bronx – fy 2009/2010,1317761785.0
70,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'fiscal year (ending in june)', 'investigation count']",3mji-gpg5,60.0,dop juvenile investigations by fiscal year,1393450243.0
71,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'grade', 'year', 'demographic', 'number tested', 'mean scale score', 'num level 1', 'pct level 1', 'num level 2', 'pct level 2', 'num level 3', 'pct level 3', 'num level 4', 'pct level 4', 'num level 3 and 4', 'pct level 3 and 4']",3mrr-8h5c,33461.0,2006 - 2012  math test results  - all students,1361414824.0
72,Recreation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'boro/central library', 'network', 'branch', 'adult program', 'adult attendance', 'young adult program', 'young adult attendance', 'juvenile program', 'juvenile attendance', 'outreach services program', 'outreach services attendance', ' total program', ' total attendance', ' reference transactions adult', ' reference transactions young adult', ' reference transactions juvenile', ' reference transactions', 'circulation adult', 'circulation young adult', 'circulation juvenile', 'circulation', 'weekly hours of public service']",3nja-bsch,43.0,nypl branch services - manhattan,1320075517.0
73,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",3nw7-5vkw,140.0,2013-2017 citywide ela results - ethnic,1506350017.0
74,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'district', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",3pge-73vq,2240.0,2013-2017 district ela results - economic,1506353365.0
75,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'city council district', '# of teachers assigned to teach health']",3pzk-fyqp,51.0,2015-16 local law 15 health data k-12 health instructor ccd,1502475030.0
76,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 boro-block-lot', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 condo section', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 address', 'borough', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 neighborhood', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 building classification', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 total units', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 year built', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 gross sqft', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 estimated gross income', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 gross income per sqft', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 estimated expense', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 expense per sqft', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 net operating income', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 full market value', 'bronx â\x80\x93 condominiums comparable properties â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 boro-block-lot', 'comparable rental â\x80\x93 1 â\x80\x93 address', 'comparable rental â\x80\x93 1 â\x80\x93 neighborhood', 'comparable rental â\x80\x93 1 â\x80\x93 building classification', 'comparable rental â\x80\x93 1 â\x80\x93 total units', 'comparable rental â\x80\x93 1 â\x80\x93 year built', 'comparable rental â\x80\x93 1 â\x80\x93 gross sqft', 'comparable rental â\x80\x93 1 â\x80\x93 estimated gross income', 'comparable rental â\x80\x93 1 â\x80\x93 gross income per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 estimated expense', 'comparable rental â\x80\x93 1 â\x80\x93 expense per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 net operating income', 'comparable rental â\x80\x93 1 â\x80\x93 full market value', 'comparable rental â\x80\x93 1 â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 distance from condo in miles', 'comparable rental â\x80\x93 2 â\x80\x93 boro-block-lot', 'comparable rental â\x80\x93 2 â\x80\x93 address', 'comparable rental â\x80\x93 2 â\x80\x93 neighborhood', 'comparable rental â\x80\x93 2 â\x80\x93 building classification', 'comparable rental â\x80\x93 2 â\x80\x93 total units', 'comparable rental â\x80\x93 2 â\x80\x93 year built', 'comparable rental â\x80\x93 2 â\x80\x93 gross sqft', 'comparable rental â\x80\x93 2 â\x80\x93 estimated gross income', 'comparable rental â\x80\x93 2 â\x80\x93 gross income per sqft', 'comparable rental â\x80\x93 2 â\x80\x93 estimated expense', 'comparable rental â\x80\x93 2 â\x80\x93 expense per sqft', 'comparable rental â\x80\x93 2 â\x80\x93 net operating income', 'comparable rental â\x80\x93 2 â\x80\x93 full market value', 'comparable rental â\x80\x93 2 â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 2 â\x80\x93 distance from condo in miles', 'comparable rental â\x80\x93 3 â\x80\x93 boro-block-lot', 'comparable rental â\x80\x93 3 â\x80\x93 address', 'comparable rental â\x80\x93 3 â\x80\x93 neighborhood', 'comparable rental â\x80\x93 3 â\x80\x93 building classification', 'comparable rental â\x80\x93 3 â\x80\x93 total units', 'comparable rental â\x80\x93 3 â\x80\x93 year built', 'comparable rental â\x80\x93 3 â\x80\x93 gross sqft', 'comparable rental â\x80\x93 3 â\x80\x93 estimated gross income', 'comparable rental â\x80\x93 3 â\x80\x93 gross income per sqft', 'comparable rental â\x80\x93 3 â\x80\x93 estimated expense', 'comparable rental â\x80\x93 3 â\x80\x93 expense per sqft', 'comparable rental â\x80\x93 3 â\x80\x93 net operating income', 'comparable rental â\x80\x93 3 â\x80\x93 full market value', 'comparable rental â\x80\x93 3 â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 3 â\x80\x93 distance from condo in miles']",3qfc-4tta,69.0,dof: condominium comparable rental income – bronx – fy 2011/2012,1317237039.0
