	Cols	Id	Name	Len	Time	Cate
179	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, schooldbn, printedschoolname, overview, neighborhood, address, sharedbuilding, accessibility, telephone, independentwebsite, subway, bus, code_prog1, name_prog1, admissionsmethod_prog1, geapps_prog1, swdapps_prog1, geappsperseat_prog1, swdappsperseat_prog1, swdseats_prog1, geseats_prog1, gefilled_prog1, swdfilled_prog1, eligibility_prog1, priority1_prog1, priority2_prog1, priority3_prog1, priority4_prog1, priority5_prog1, priority6_prog1, priority7_prog1, prefnote_prog1, lowestpriority_prog1, selectioncriteria1_prog1, selectioncriteria2_prog1, selectioncriteria3_prog1, selectioncriteria4_prog1, selectioncriteria5_prog1, selectioncriteria6_prog1, selectioncriteria7_prog1, selectioncriteria8_prog1, selectioncriteria9_prog1, selectioncriteria10_prog1, selectioncriteria11_prog1, selectioncriteria12_prog1, revealed_prog1, code_prog2, name_prog2, admissionsmethod_prog2, geapps_prog2, swdapps_prog2, geappsperseat_prog2, swdappsperseat_prog2, swdseats_prog2, geseats_prog2, gefilled_prog2, swdfilled_prog2, eligibility_prog2, priority1_prog2, priority2_prog2, priority3_prog2, priority4_prog2, priority5_prog2, priority6_prog2, priority7_prog2, prefnote_prog2, lowestpriority_prog2, selectioncriteria1_prog2, selectioncriteria2_prog2, selectioncriteria3_prog2, selectioncriteria4_prog2, selectioncriteria5_prog2, selectioncriteria6_prog2, selectioncriteria7_prog2, selectioncriteria8_prog2, selectioncriteria9_prog2, selectioncriteria10_prog2, selectioncriteria11_prog2, selectioncriteria12_prog2, revealed_prog2, code_prog3, name_prog3, admissionsmethod_prog3, geapps_prog3, swdapps_prog3, geappsperseat_prog3, swdappsperseat_prog3, swdseats_prog3, geseats_prog3, gefilled_prog3, swdfilled_prog3, eligibility_prog3, priority1_prog3, priority2_prog3, priority3_prog3, priority4_prog3, priority5_prog3, priority6_prog3, priority7_prog3, prefnote_prog3, lowestpriority_prog3, selectioncriteria1_prog3, selectioncriteria2_prog3, selectioncriteria3_prog3, selectioncriteria4_prog3, selectioncriteria5_prog3, selectioncriteria6_prog3, selectioncriteria7_prog3, selectioncriteria8_prog3, selectioncriteria9_prog3, selectioncriteria10_prog3, selectioncriteria11_prog3, selectioncriteria12_prog3, revealed_prog3, code_prog4, name_prog4, admissionsmethod_prog4, geapps_prog4, swdapps_prog4, geappsperseat_prog4, swdappsperseat_prog4, swdseats_prog4, geseats_prog4, gefilled_prog4, swdfilled_prog4, eligibility_prog4, priority1_prog4, priority2_prog4, priority3_prog4, priority4_prog4, priority5_prog4, priority6_prog4, priority7_prog4, prefnote_prog4, lowestpriority_prog4, selectioncriteria1_prog4, selectioncriteria2_prog4, selectioncriteria3_prog4, selectioncriteria4_prog4, selectioncriteria5_prog4, selectioncriteria6_prog4, selectioncriteria7_prog4, selectioncriteria8_prog4, selectioncriteria9_prog4, selectioncriteria10_prog4, selectioncriteria11_prog4, selectioncriteria12_prog4, revealed_prog4, code_prog5, name_prog5, admissionsmethod_prog5, geapps_prog5, swdapps_prog5, geappsperseat_prog5, swdappsperseat_prog5, swdseats_prog5, geseats_prog5, gefilled_prog5, swdfilled_prog5, eligibility_prog5, priority1_prog5, priority2_prog5, priority3_prog5, priority4_prog5, priority5_prog5, priority6_prog5, priority7_prog5, prefnote_prog5, lowestpriority_prog5, selectioncriteria1_prog5, selectioncriteria2_prog5, selectioncriteria3_prog5, selectioncriteria4_prog5, selectioncriteria5_prog5, selectioncriteria6_prog5, selectioncriteria7_prog5, selectioncriteria8_prog5, selectioncriteria9_prog5, selectioncriteria10_prog5, selectioncriteria11_prog5, selectioncriteria12_prog5, revealed_prog5, code_prog6, name_prog6, admissionsmethod_prog6, geapps_prog6, swdapps_prog6, geappsperseat_prog6, swdappsperseat_prog6, swdseats_prog6, geseats_prog6, gefilled_prog6, swdfilled_prog6, eligibility_prog6, priority1_prog6, priority2_prog6, priority3_prog6, priority4_prog6, priority5_prog6, priority6_prog6, priority7_prog6, prefnote_prog6, lowestpriority_prog6, selectioncriteria1_prog6, selectioncriteria2_prog6, selectioncriteria3_prog6, selectioncriteria4_prog6, selectioncriteria5_prog6, selectioncriteria6_prog6, selectioncriteria7_prog6, selectioncriteria8_prog6, selectioncriteria9_prog6, selectioncriteria10_prog6, selectioncriteria11_prog6, selectioncriteria12_prog6, revealed_prog6, coursepassrate, elaprof, mathprof, tophs1, tophs2, tophs3, surveysafety, totalstudents, gradespan, communityschool, schoolday, uniform, ellprograms, communityservice, extendedday, summersession, weekendprogram, languageclasses, acceleratedclasses, electiveclasses, activities, champsboys, champsgirls, champscoed, othersports, postcode, borough, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	6kcb-9g8d	2018 doe middle school directory	484	1511983558	Education
180	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, school dbn, community school district, city council district, school name, # of students in grades 9-12, # of students in grades 9-12 who have completed at least one semester of health instruction  , %, # of 15-16 june and august graduates, # of 15-16 june and august graduates meeting high school health requirements, %2"	6kks-jijx	local law 14 health data - hs school	537	1497978105	Education
181	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, upcoming project name, upcoming project borough , upcoming project geographic district, upcoming project description, upcoming project budget range, upcoming project design completion date, upcoming project category, upcoming project status , upcoming project square footage, upcoming project seat count"	6m3u-8rbh	upcoming contracts to be awarded (cap)	26	1377198041	Housing & Development
182	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, deputy commissioners and miscellaneous commands, 2005, 2006, 2007, 2008, 2009, total"	6m56-5mfb	ccrb: attribution of complaints to deputy commissioners and miscellaneous commands 2005 - 2009	23	1315947483	Public Safety
183	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, license number, name, address, city, state, zip, phone, 24 hour phone, type, status, date, time"	6pwv-zmgh	shl vehicles ¨¹ lpep provider	2	1444231272	Transportation
184	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	6qaj-niew	2013-2017 citywide ela results - swd	70	1506350651	Education
185	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, year, total housing units, owner occupied, renter occupied, total vacant units, vacant units for seasonal, recreational   or occasional  use"	6qzy-b4x8	total housing units by occupancy status and tenure by borough	5	1361386930	Housing & Development
186	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, category, id, metric, 2030 target, base data year, most recent data year, value in base year, value in most recent year, change from base year (if applicable), arrow direction, status for 2012 planyc update, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, agency, additional source 1, additional source 2, additional source 3"	6r4h-c2y6	sustainability indicators (2012)	30	1340992568	Environment
187	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, region, calendar year, passthrough count"	6r8r-c474	dop juvenile supervision passthrough by calendar year	60	1403023631	City Government
188	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program type, program, site name, borough, agency, contact number, grade level / age group , location 1, number and street address, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	6rg9-pfbz	dycd after-school programs: nda educational middle school programs	70	1314895330	Education
189	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, name, fileorder, number, parkprop, borough, parkname, parknumber, commboard, council, location, extant, dedicated, cast, descrip, dimen, sponsor, materials, foundry, fabricator, sculptor, architect, donor, maintain, contractor, created, name2, name3, maintainedbyparks, installation, rededication, cost, categories, inscribed"	6rrm-vxj9	nyc parks monuments	1869	1473964550	Recreation
190	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, queens north, 2005, 2006, 2007, 2008, 2009, total"	6ryg-d2jg	ccrb: assignment of officers against whom allegations were substantiated - patrol borough queens north 2005 - 2009	14	1315945474	Public Safety
191	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, inmateid, admitted_dt, discharged_dt, race, gender, inmate_status_code, top_charge"	6teu-xtgp	inmate admissions	254286	1458757735	Public Safety
192	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, rank, city, 2000 population, 2010 population, comments"	6u6h-px7z	population change for 20 largest cities in the united states	20	1361383980	City Government
193	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, code, disposition"	6v9u-ndjg	building complaint disposition codes	160	1332597169	Housing & Development
194	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, boro, csd, school code, school name, grade , program type, core subject (ms core and 9-12 only), core course (ms core and 9-12 only), service category(k-9* only), number of classes, total register, average class size, size of smallest class, size of largest class, data source"	6wcu-cfa3	2008-09 class size - school-level detail	18944	1318541834	Education
195	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, 2015 organization, project address, project title, council district, community board, 2015 award, postcode, borough, latitude, longitude, census tract, bin, bbl, nta"	6wee-b7wf	capital grant awards 2015	108	1514399953	City Government
196	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, category, 2005, 2006, 2007, 2008, 2009"	6wkw-kjx4	rate at which the ccrb made findings on the merits  2005 - 2009	6	1317323866	Public Safety
